their	0.00382975	-0.0006062	-0.028974	-0.00881389	0.00966779	-0.00461464	-0.0104792	-0.0168532	-0.0169632	0.0371133
when	-0.0292991	-0.0100603	-0.0354919	-0.0259703	0.00355465	0.00925089	-0.00443271	0.00579484	-0.0204767	0.0124187
at	-0.00522111	-0.022013	-0.000365105	-0.00480455	0.00528235	-0.00989212	0.00400634	0.0025337	0.0150904	-0.0267123
other	6.95648e-05	-0.00892958	0.0061969	0.00867849	-0.00980067	-0.00959534	0.0037106	0.00795804	-0.0359954	0.00910177
such	0.00289147	0.0123805	-0.0091119	0.015037	0.0126734	0.0273255	-0.020313	-0.0273931	-0.00867589	0.0357336
our	-0.0157979	-0.0150395	0.0200988	0.01961	-0.0051865	0.00641103	-0.00421305	0.0413705	0.0456142	-0.0527474
two	0.0107342	0.00605452	-0.0139909	0.00178109	0.0188055	0.0178168	0.0187852	-0.00185177	0.0235789	-0.0102459
they	-0.00787267	-0.00408945	-0.0421611	-0.00958754	-0.0117793	-0.0026617	-0.00605158	-0.0134185	-0.0207801	0.0336511
also	0.0193996	0.00111806	-0.0266617	0.0015789	-0.0126305	-0.014162	0.00351678	-0.00460285	-0.0167739	0.00455534
many	-0.00150353	-0.0106534	-0.0134452	0.00884266	0.00139019	0.00246343	-0.0122992	-0.0198239	-0.0185547	0.0270952
based	-0.00190864	0.0021447	0.00851728	0.0222359	-0.0013893	0.0145647	0.000576658	1.31994e-05	0.0100777	0.0165746
We	-0.0118526	0.0229077	0.00576635	0.0103223	-0.0033148	-0.0111774	0.0148815	0.0408289	0.0530086	-0.0503214
if	-0.0145574	-0.0164592	-0.00293421	-0.00922528	-0.024074	-0.00482654	0.00202673	0.0116975	-0.0182006	0.00462094
results	0.0024526	0.0166774	-0.0393166	0.00993165	-0.0114361	0.016638	0.00613145	0.000277829	0.0154549	0.00237406
was	0.0100087	0.00243323	-0.032974	0.00171249	-0.0150603	-0.00418058	-0.00889746	0.0106974	-0.00563827	0.0102623
NUMBER	-0.010925	0.00732653	-0.00551344	0.0170093	0.0131638	-0.019746	-0.0271457	0.0108804	0.0174733	0.00988736
used	0.0261642	-0.00664504	-0.00741042	0.0199264	0.0181823	0.00164487	0.00666005	-0.0121426	0.00274442	-0.0035267
data	0.0140156	0.00245845	-0.0168748	0.0228294	0.00731141	0.00602175	-0.0177747	0.00687308	0.00597958	0.0114337
behavior	-0.0100428	-0.0260889	-0.00321715	0.0165385	-0.00915713	-0.00164352	-0.00503466	0.011386	-0.0159229	-0.0168934
ion	-0.00576668	-0.0140434	0.0497015	0.028104	0.0236697	-0.0214415	0.00648076	0.0209451	0.000665688	0.0197947
new	0.00573447	0.0250251	0.00611258	0.002099	0.00814267	-0.00214629	0.0153236	0.00458062	0.022339	0.0160725
learning	0.0127341	-0.00337298	0.00622881	0.00300926	-0.00366879	-0.012878	-0.00109356	-0.0128336	-0.0101312	0.0144217
This	-0.0069964	0.0030969	-0.000486766	-0.0120026	-0.0134484	0.000114774	-0.00372974	0.00428976	-0.00289958	-0.0369209
loss	0.00855725	0.00588939	-0.00493607	-0.0134344	-0.00746996	-0.0285005	0.000586263	-0.00730394	-0.0266958	-0.00452302
will	-0.00777613	-0.006206	0.00351433	-0.00296887	-0.0135434	-0.00493865	0.0121438	0.0185444	-0.00419126	-0.00185827
both	0.00970487	0.00296238	-0.027374	-0.00344672	-0.00482915	-0.00593731	0.0101717	-0.000404962	0.00783121	0.0125034
participants	-0.0150581	-0.0277264	-0.00768905	-0.0030286	0.00647626	0.00937389	0.0148161	0.0206502	0.000477355	-0.0186486
only	0.0231532	0.00048207	0.0183125	0.0173905	0.00923415	-0.00994248	0.00652567	-0.0334999	-0.00795611	0.00812348
how	-0.0257051	0.0118684	0.0168367	0.0130018	0.0037852	0.0036159	0.00942952	0.0170669	0.00972567	0.0210775
different	-0.0140914	-0.00780592	0.0220007	0.0197712	-0.00836858	0.0239912	-0.00548762	0.00759078	-0.00746098	0.0032286
stochastic	-0.0262803	0.00422822	-0.000323278	0.00843922	0.00671232	0.00909226	0.00950652	0.030351	0.0318338	-0.0137661
all	-0.0191359	-0.0227745	-0.00620047	-0.00325331	0.00188136	-0.0145527	0.00620931	0.0445127	0.0155211	-0.0356412
using	0.00625284	-0.00186819	0.00636563	0.00708549	-0.00207415	-0.0131851	0.0136163	-0.0122624	0.00435878	-0.00264287
expected	0.0191967	0.00916017	-0.0231031	0.0224702	0.0137878	0.00693248	-0.0136038	-0.0079961	0.026981	0.00441173
well	-0.00172258	0.00405278	-0.0127299	0.00797101	-0.00263862	0.00644494	-0.00394464	-0.0118981	-0.00158151	0.00729586
self-control	-0.00910486	-0.00566882	-0.0149789	-0.00656997	0.000876866	0.000278256	0.00759258	0.00320912	-0.0310519	0.00688985
general	0.00261232	0.0122154	-0.0166993	0.0263154	0.0152537	-0.00542069	-0.00088994	0.0149324	0.00484773	-0.00584215
some	-0.00939352	-0.0170094	0.023671	-0.00112982	-0.0174318	0.00384415	0.00231229	-0.00290478	-0.00252739	-0.0247366
proteins	-0.0134054	-0.00791263	-0.0159182	-0.000447127	-0.0246137	0.00784815	-0.00515879	0.00978705	0.00134418	-0.00232471
splicing	-0.00519395	0.0111201	0.0109142	0.0137015	0.00591982	-0.0189611	0.0196199	-0.00211526	-0.00936774	0.00416135
use	0.00151654	-0.00863542	0.0455085	0.0183531	0.0296401	-0.00376337	-0.00425307	-0.0116103	0.0263658	0.00786744
et	0.0221532	0.0129056	-0.00707236	-0.00689783	-0.0161427	0.00627324	-0.00644447	-0.0314735	-0.0147317	0.0146287
about	0.00243885	0.0142521	-0.020824	-0.0178156	0.0102328	-0.0163498	0.00701504	0.00634838	0.0092692	0.0277328
number	-0.00676333	1.24619e-05	0.0128245	-0.00733077	0.00588688	-0.0155887	0.00849945	-0.0201032	-0.0070659	0.0121732
face	0.0286746	-0.0197822	-0.000989008	-0.00768548	-0.00910506	0.00512311	0.0245623	0.00576821	0.00247601	-0.0105741
network	0.0186419	0.0107981	-0.00815008	-0.00259047	-0.0206794	0.00761489	0.02566	-0.0190245	-0.0391166	0.0203758
decision	-0.00867945	0.00631952	0.00414296	0.00676547	0.0107184	0.0243716	-0.00620626	-0.00272385	-0.015587	0.00748531
first	-0.000827493	-0.00183472	0.0101447	-0.00349829	-0.00302908	-0.00409242	-0.0044594	0.0226557	0.0122833	-0.0260045
then	-0.0190424	-5.55698e-05	-0.00491229	-0.0168629	0.00882751	-0.00399622	0.0118584	0.0111026	0.0257771	-0.00288524
task	-0.0338804	-0.0131311	-0.0214782	-0.00242233	-0.00867035	-0.0210035	0.00316256	0.031263	0.00810454	-0.0139413
information	-0.00299707	-0.00751031	0.00407924	0.0154719	-0.00500646	-0.00282138	0.00618289	0.0107305	-0.0060335	-0.0110112
analysis	0.00941456	-0.00245045	0.00578579	-0.0093693	0.0124868	-0.00742404	0.0154956	0.0045519	0.00221968	0.0247752
bounds	0.0159265	-0.0345294	0.0136438	-0.00252172	-0.00126283	-0.0198811	0.0113536	0.0161794	0.00733366	-0.0306981
individual	-0.00242224	-0.00506143	0.0215167	-0.00607672	-0.008872	0.00353781	-0.00424542	-0.00214063	-0.0398778	0.0250708
there	-0.00508902	-0.00469145	-0.0097605	-0.00895086	0.00843062	-0.00277588	-0.00770509	-0.0194542	-0.0205874	0.014323
its	-0.00635689	-0.00336718	-0.00169981	-0.00201779	0.0196396	7.07058e-05	0.00322943	-0.00213525	-0.0191716	0.0404998
choice	-0.00390757	-0.0216378	-0.0342738	-0.0126084	-0.0327249	-0.00893511	-0.0050759	-0.00326474	-0.0461714	0.0089432
spatial	0.0238704	-0.00307006	-0.0285995	-0.0200739	-0.0133253	0.0126961	-0.00211613	-0.0209303	-0.032153	0.0298597
where	-0.0223039	-0.00375424	-0.00520289	0.00180091	0.0031731	-0.0029635	0.000438376	-0.0157669	-0.0085279	0.0232441
studies	0.0250662	0.0154698	-0.0150808	0.000795816	-0.00550186	0.0116951	0.00563327	-0.0174633	-0.00330656	0.0197041
would	-0.0236438	-0.00556348	-0.0227534	0.0107032	-0.0125676	0.0333907	-0.0189981	0.00666313	-0.0107002	-0.00348554
problem	-0.0148024	0.0219155	0.00856094	-0.000472507	0.0180338	0.0254827	-0.0114338	-0.0352387	-0.0134424	0.0213406
paper	-0.0142186	0.0387698	0.0270767	-0.0105555	0.0225604	0.0106997	0.0405105	0.00969778	0.051163	0.000286443
most	0.00302807	-0.0107536	0.0319039	0.00300008	0.00227202	-0.0214117	0.0120626	-0.017036	-0.0229872	0.00622642
neurons	0.0223084	0.0106663	-0.0102695	0.00363587	0.0340942	-0.0092497	0.0091975	-0.0147563	0.0151649	-0.0173579
show	0.002044	0.0241787	0.0213792	0.0100457	-0.0104447	-0.00667348	0.00137715	0.0251368	0.0444668	-0.0296781
large	-0.00362763	-0.0148509	0.00160853	0.00622392	0.00620596	-0.00418916	-0.00648741	-0.0212662	-0.0295983	0.0111425
research	-0.00149022	-0.00226204	0.0455024	-0.0190442	0.0192313	-0.00440935	0.0122453	-0.00903241	0.00967724	-0.000954627
algorithm	-0.013047	-0.0166417	0.0136067	0.00499384	0.00721022	-0.0125525	0.00934214	0.0223854	0.0233368	-0.029729
into	-0.0270542	0.00604995	-0.0138561	-0.00469444	0.00241495	0.0056372	0.0106991	0.02007	-0.000773043	0.0178094
conflict	0.0100398	0.011569	0.000507343	-0.00680596	-0.000363313	0.0312347	-0.00542711	-0.0195257	-0.0173817	0.0394443
set	0.0153552	0.0217653	-0.0192262	0.00341995	-0.00402653	0.0071278	-2.49784e-05	-0.0121167	-0.00682907	0.00532716
study	-0.0289631	0.00414432	0.0129723	0.000849767	0.0204689	-0.0025556	0.0348054	0.0383873	0.042997	-0.0133868
thus	-0.00599667	-0.016395	0.00979376	0.0124707	0.00137685	-0.011753	0.00433648	0.00997015	-0.000980892	-0.0146028
similar	-0.00206415	-0.010116	-0.000425164	0.013045	-0.0199763	0.00950842	0.00350713	0.0132031	-0.0212296	-0.0176878
A	0.0195343	0.010275	-0.0343337	-0.00458623	-0.0171713	0.0161183	-0.00690834	-0.00712378	-0.0210271	0.022947
test	-0.0139197	0.0170303	0.0349654	-0.0161623	0.0405715	0.0128655	-0.0252374	0.00861222	0.00730142	0.0012362
people	0.0290635	0.00694686	-0.010825	-0.0333103	0.00910818	-0.0175997	-0.000936888	-0.0122292	-0.0295138	0.014506
al	0.0197036	0.0174102	-0.0203014	-0.00475917	-0.00736238	-0.0019598	-0.00027874	-0.0274507	-0.00940618	0.0174592
however,	-0.0105713	-0.00654155	0.0191212	0.0174025	0.00885336	-0.0118682	-0.0114334	0.0150959	-0.0120789	0.0254418
choices	-0.0125459	-0.00938976	-0.00695919	0.0145478	0.0168362	0.00723561	-0.00509451	-0.00153878	0.000307793	0.0121167
each	0.00911728	0.0152284	-0.00745592	0.0294646	-0.00931578	0.0119815	-0.00909113	0.00414168	-0.010769	-0.00114997
function	0.00806072	0.0118082	0.00725573	-0.00423846	-0.00414296	-0.0202091	-0.00318084	-0.00424905	0.00775398	-0.0168458
FORMULA	0.00707117	-0.00454422	-0.0221474	-0.00924772	0.0176368	-0.000993555	0.0101644	-0.00290819	-0.0367117	0.0338869
experimental	0.0026214	0.00366621	-0.00505454	0.00375121	-0.00513479	0.00271921	-0.00878078	-0.0149308	0.000245112	0.0289746
effect	-0.0247272	0.017344	-0.00173232	-0.00303709	-0.00122174	0.00232419	-0.00998641	-0.00625168	0.00565721	-0.0244387
same	0.0142507	-0.0119048	-0.0280848	0.00194778	-0.00657635	0.00815918	0.0132742	-0.0114488	0.00180283	0.00227942
selection	0.00151596	0.0139018	-0.0253995	-0.0115263	-0.00337035	0.0118891	0.00559024	-0.00239982	0.00369582	0.0118694
approach	0.00885804	0.00559037	0.000941295	-0.0174871	-0.0185854	0.00199522	0.00900421	-0.00709813	0.0154639	-0.00563355
class	0.02129	0.00574674	-0.018199	-0.0165908	-0.0224963	-0.000629285	0.00158197	-0.0190844	-0.0174849	0.0248649
present	-0.00347156	0.0112647	0.00982138	-0.0180231	-0.00570114	-0.00264551	0.015918	0.0120069	0.0198772	-0.0178514
aggregation	-0.000499608	-0.00351347	0.00382529	-0.0166828	-0.00661013	-0.000875034	0.0191565	-0.00275449	-0.00445967	0.0143898
case	-0.00738559	-0.0136208	0.0182458	0.0082902	0.00111128	-0.00824534	0.00491189	0.0285396	0.0305827	-0.0256402
theory	-0.0179489	-0.00592552	0.0217503	0.00140593	0.0345037	0.0107553	-0.009699	-0.00286479	0.00989345	0.00294277
channels	-0.0210666	-0.00848398	0.0316515	0.0345861	0.023974	-0.00860637	-0.00416469	0.0293925	0.0105562	0.00268844
alternative	-0.001951	-0.00132812	-0.00625412	0.017914	-0.00444423	-0.00404642	0.00449536	0.0140993	-0.00243157	-0.00128195
heuristic	-0.00323933	0.0126251	-0.00671737	0.0042056	-0.0127079	-0.000228668	0.00275118	-0.0207797	-0.015525	0.0231822
protein	-0.00238629	-0.00309051	0.00869714	0.00552332	-0.0164788	0.0236757	-0.0265632	-0.0196008	-0.0261942	0.0146495
e	0.0187946	-0.00271388	-0.022828	-0.0229491	0.000604096	-0.0137673	0.0216856	0.0107174	-0.00524489	-0.0137629
even	0.00599805	0.0058725	0.0261683	0.0107139	-0.00232617	-0.0243623	-0.000860359	-0.025557	-0.00815449	-0.00176279
possible	0.020782	0.0203429	-0.00346763	-0.00207271	0.00451992	-0.0135066	0.0157994	0.000265246	-0.00544911	-0.00364468
pro-social	-0.00488078	-0.0125788	-0.0110685	0.0118255	-0.00973498	0.00139665	0.00656095	0.0220961	-0.0108816	-0.0257257
better	0.00117239	0.0119628	-0.00443392	-0.00044595	-0.00287023	-0.0168443	-0.00261093	-0.00901588	-0.00427201	0.0139008
particular	-0.0118806	0.0199141	-0.0146333	-0.00419036	0.00513379	0.0160829	-0.00437994	-0.000333876	-0.00208812	0.0188255
time	-0.00441136	-0.0119787	0.0324863	-0.00280674	0.00390935	-0.0199109	0.0203734	-0.0273303	0.0174623	0.00264867
less	-0.0127987	-0.00804821	0.00989165	0.0158285	0.00278486	0.00307754	-0.00078258	0.0172001	-0.0111878	0.0102495
because	-0.0085331	-0.0064655	0.0100155	-0.0127356	-0.00648103	-0.00500988	0.0124182	0.00737149	-0.00691062	-0.0246936
individuals	0.00791241	0.0138141	-0.022328	-0.0141732	-0.0176274	-0.0138081	0.00260643	-0.0041015	-0.0256058	0.0329542
might	0.0112416	0.00897117	-0.0228032	0.0215176	-0.00670848	-0.0195561	-0.00143736	9.16053e-05	0.0154798	-0.00616376
probability	0.0158022	0.00901662	-0.0190632	-0.011529	0.0052654	0.00354805	-0.0110361	-0.0295449	0.00433988	0.0209204
sequences	0.0153724	-0.0145451	-0.00191546	0.0143922	-0.00778818	-0.00603463	-0.000223573	-0.000735985	0.0169044	-0.0231007
polyQ	0.00109528	0.00313612	-0.00756638	-0.0229949	0.00223692	-0.000481104	0.00917751	-0.00956905	0.00722439	0.0108542
specific	0.0193592	-0.000951874	0.00729636	-0.00948953	0.0181126	-0.0257528	0.0164844	-0.0150156	-0.00595683	0.0138535
RNA	-0.0131275	-0.00561461	-0.0245898	0.00792808	-0.00277837	0.0136361	-0.0192951	0.0126202	-0.00313558	-0.00462458
them	-0.00581605	-0.0351902	0.000586905	-0.00392244	-0.0128456	0.00502422	0.00504501	-0.00912418	0.00144915	-0.000632192
any	-0.0148932	-0.0128521	-0.012524	0.00266942	0.0246223	0.0330771	-0.0115522	-0.0121322	0.00432275	0.0181845
often	0.00679723	-0.00608383	-0.0240128	-0.0072065	0.00708409	0.0141705	0.0036885	-0.0165096	-0.0290133	0.0174811
who	-0.00765944	-0.019211	-0.00957588	0.00220278	0.00367398	0.00202109	0.0105281	0.0197309	-0.00335081	-0.00856534
future	-0.00200873	-0.000370538	-0.0133383	0.002474	-0.0205397	0.0287444	-0.0188271	-0.00934417	0.000903353	-0.000311968
complexity	0.0151361	0.0190725	-0.00441824	-0.000734602	-0.00666753	-0.00383263	-0.0012058	-0.0129778	-0.000590284	0.00809269
differences	-0.0160708	-0.00655682	0.0257961	-0.00426224	0.0101034	-0.0110424	0.0188929	0.00304684	0.0150658	-0.00386525
find	0.00425707	-0.00769972	-0.0211222	0.00591497	-0.0138863	-0.0101845	-0.0206642	0.00782805	-0.00692093	-0.000593021
course	0.00639591	-0.00659758	-0.0370097	-0.01191	-0.0386407	-0.0209817	-0.0199739	0.0212627	0.0101314	-0.00566979
distribution	0.0101135	0.000656492	0.00900726	0.0155212	-0.0052116	-0.00332068	-0.00199241	-0.00356309	-0.0233764	0.00425054
classes	0.0175506	0.00381896	-0.0194065	0.0234445	0.0144949	0.0051775	-0.00468016	0.00571395	0.0124404	-0.00229118
sequence	-0.00169549	0.0255385	-0.0121323	0.0195811	-0.0076484	0.00746362	0.0168518	-0.0089699	-0.00649137	0.0142079
algorithms	0.0027386	-0.013216	0.0227534	-0.00536554	-0.0160885	-0.00612446	0.00487662	-0.00277088	0.0208489	-0.0267961
dendritic	-0.017244	-0.00620087	-0.0023948	0.0115876	0.00851739	0.00196048	-0.0109184	0.0295325	0.0214468	-0.0204404
within	-0.00838624	-0.00622647	0.00342721	0.0235742	0.00287758	0.00298217	-0.0145762	0.0181504	-0.0184384	0.0102055
previous	0.0175675	0.0134203	0.0113726	-0.00247819	0.0067725	-0.00208158	-0.00175172	-0.0369217	0.00664661	0.0265429
relative	0.00300551	0.00850911	0.0151377	0.0235334	0.0192853	0.0135582	-0.0273194	0.0118679	0.0216204	-0.0159274
difficult	-0.0112839	-0.0191481	0.00596781	0.00908998	-0.0039225	-0.00529021	-0.0169513	-0.0290981	-0.000823609	0.0228356
assumption	0.0127606	-0.0197122	0.0112587	0.000809679	0.0221014	-0.0157729	0.0350824	-0.0160509	0.00262822	-0.00558855
therapy	-0.0038472	-0.0011525	-0.00530153	0.023723	0.00530792	-0.00694761	-0.0128497	0.0147173	0.0132082	0.0223497
bound	0.0147242	-0.00404855	0.00469742	0.0201525	-0.003158	-0.0136526	-0.00551075	-0.00170089	0.00676242	-0.0203615
co-receptor	0.00691401	0.014381	-0.000821867	-0.0139597	-0.0126106	-0.0221605	-0.00567256	-0.00393033	-0.00539306	0.0141576
factor	0.00955197	0.0188763	0.0114612	-0.0240226	-0.00245662	-0.0217223	0.0245932	-0.00519347	0.0315518	-0.00713699
observed	0.0046201	-0.00754584	-0.0256296	0.0215037	0.0142298	0.0131913	-0.00375882	0.0254458	0.00416845	0.0150363
easy	-0.00862604	-0.0017953	-0.0254753	0.00838597	-0.0144129	0.0103939	-0.00549995	0.00395129	-0.00605544	-0.00556506
viewed	-0.00904619	-0.0155456	-0.00656841	0.00415192	-0.0015663	-0.00769835	0.00425992	0.023282	-0.00726646	0.00181597
value	0.00633727	0.0047943	-0.0121137	0.00708652	0.0126093	0.019348	-7.13201e-05	-0.0223797	0.000135739	0.00579528
induction	-0.00992349	0.0111491	0.0126106	0.0106491	0.0217212	-0.000893942	0.00394824	0.00991045	0.0387714	0.0147584
question	0.00576726	0.0197364	0.0107793	-0.0156026	0.0004907	0.00364033	0.0160376	-0.00195728	-0.0105182	0.0208142
.	-0.00832648	-0.00530484	0.0217914	0.016575	0.000490181	0.000384084	-0.0125262	-0.0162895	-0.0172062	0.0105753
events	-0.0184571	-0.000295451	-0.0278695	-0.0142289	-0.00301088	0.00189409	-0.0141949	-0.0017231	-0.0154933	0.00449038
example,	0.0252902	-0.00177455	-0.0313264	-0.00472599	-0.0032654	0.000139335	-0.0054803	-0.00914345	0.00964768	-0.00577095
types	-0.00705804	-0.0137537	-0.00659538	-0.0122344	-0.00042942	0.0075671	-0.00471871	0.0133158	-0.0310103	-0.0108702
dynamics	0.00499768	0.00127578	-0.00851935	0.0040401	-0.0117318	-0.00501687	0.00145984	-0.00400359	0.00411449	-0.00313991
risk	-0.00985528	0.00990329	-0.00267757	0.000966578	0.0133359	0.0191351	-0.0116678	-0.000182246	0.015727	0.0114505
found	0.0191797	-0.00741778	-0.0208791	-0.0163742	0.00585073	-0.00962698	0.0146926	-0.00402497	0.00236476	-0.0262732
over	0.00214378	0.0137871	-0.0147304	-0.00510805	0.00229322	0.0186862	0.00249827	-0.026263	-0.00674294	0.011901
important	-0.00978842	-0.00711465	0.0116012	0.00823468	0.0155594	0.00423275	-0.00521976	0.00390664	-0.00362514	0.00627823
response	0.00560317	-0.00405842	0.032382	0.00868352	-0.00216831	0.00238636	-0.00123468	-0.0133484	-0.00682957	0.00160612
regression	-0.00295417	0.0101633	-0.000266536	-0.0132657	0.0102278	-0.0107494	0.0107399	0.00687573	-0.0183967	0.0248917
anchoring	-0.0317573	0.00234759	-0.0252844	-3.99862e-05	-0.0130586	0.0130357	-0.0139573	0.00884598	-0.00896816	0.0188372
common	0.0203846	-0.00874296	-0.0101117	0.00063498	0.00487453	-0.0168995	0.0105782	-0.00368848	0.0131408	0.00792725
small	0.00972437	-0.00739361	-0.00250846	0.0147581	-0.0151204	-0.014238	-0.00348528	0.0113811	-0.00143261	-0.00608503
could	-0.0102618	-0.0111039	-0.0154075	0.00888053	-0.0149196	0.00514941	-0.00432466	0.0240086	-0.0160391	-0.00913193
across	-0.019923	-0.00626051	0.0152979	0.00472355	0.0171042	-0.0149796	-0.000623675	0.0113086	-0.0126132	0.0013837
It	-0.0146923	-0.00377929	-0.0289168	-0.0097671	-0.013184	-0.00975566	-0.0112347	-0.007894	-0.0038866	-0.00387986
several	0.00485426	0.00481716	-0.0202977	-0.0139934	0.00916789	-0.00455779	0.0111976	-0.00385111	0.00314634	0.0123213
gating	0.00242228	-0.00843105	-0.0299703	0.00447174	-0.00427896	-0.00110437	0.00805919	0.00164524	0.0122323	-0.018054
